,bert_precision,bert_recall,bert_f1,bleu_score,bleu_counts,bleu_totals,bleu_precisions,bleu_bp,bleu_sys_len,bleu_ref_len,rouge_rouge1,rouge_rouge2,rouge_rougeL,rouge_rougeLsum
83,1.0,1.0,1.0,100.00000000000004,"[7, 6, 5, 4]","[7, 6, 5, 4]","[100.0, 100.0, 100.0, 100.0]",1.0,7,7,1.0,1.0,1.0,1.0
84,0.9873814582824707,0.9873814582824707,0.9873814582824707,95.54427922043672,"[9, 8, 7, 5]","[9, 8, 7, 6]","[100.0, 100.0, 100.0, 83.33333333333333]",1.0,9,9,0.9411764705882353,0.7142857142857143,0.875,0.875
85,0.9782834053039551,0.9804397821426392,0.9793604016304016,70.71067811865478,"[9, 7, 5, 4]","[10, 9, 8, 7]","[90.0, 77.77777777777777, 62.5, 57.142857142857146]",1.0,10,10,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.9411764705882353
86,0.9319193959236145,0.8798702955245972,0.9051471948623657,20.911804777767614,"[8, 4, 2, 0]","[10, 9, 8, 7]","[80.0, 44.44444444444444, 25.0, 7.142857142857143]",0.7408182206817179,10,13,0.5714285714285715,0.4210526315789474,0.5714285714285715,0.5714285714285715
87,0.9715062379837036,0.9503653645515442,0.9608195424079895,58.63326514815561,"[15, 11, 8, 5]","[15, 14, 13, 12]","[100.0, 78.57142857142857, 61.53846153846154, 41.666666666666664]",0.8751733190429475,15,17,0.9285714285714286,0.7692307692307692,0.7142857142857142,0.7142857142857142
88,0.9760400056838989,0.9288755059242249,0.9518738389015198,72.71042103011655,"[22, 18, 15, 12]","[24, 23, 22, 21]","[91.66666666666667, 78.26086956521739, 68.18181818181819, 57.142857142857146]",1.0,24,22,0.7999999999999999,0.6976744186046512,0.7999999999999999,0.7999999999999999
89,0.9140434265136719,0.9033164381980896,0.9055426120758057,61.47881529512643,"[17, 12, 8, 5]","[17, 16, 15, 14]","[100.0, 75.0, 53.333333333333336, 35.714285714285715]",1.0,17,17,0.9090909090909091,0.6451612903225806,0.42424242424242425,0.42424242424242425
90,0.9226884841918945,0.9471867680549622,0.9347772002220154,27.4614810062371,"[33, 18, 7, 3]","[40, 39, 38, 37]","[82.5, 46.15384615384615, 18.42105263157895, 8.108108108108109]",1.0,40,36,0.8405797101449276,0.47761194029850745,0.6376811594202899,0.6376811594202899
91,0.9916771650314331,0.9531769156455994,0.9720460176467896,85.63413768755333,"[15, 14, 13, 11]","[15, 14, 13, 12]","[100.0, 100.0, 100.0, 91.66666666666667]",0.8751733190429475,15,17,0.9166666666666666,0.8181818181818182,0.9166666666666666,0.9166666666666666
92,0.9622456431388855,0.9694095849990845,0.9658143520355225,47.386111527486165,"[16, 10, 6, 3]","[17, 16, 15, 14]","[94.11764705882354, 62.5, 40.0, 21.428571428571427]",1.0,17,16,0.9333333333333333,0.6428571428571429,0.7333333333333333,0.7333333333333333
